WARAinScope,ResourceType,FriendlyName,InAprlAndOrAdvisor
no,Microsoft.ResourceNotifications/operations,null,No
no,Microsoft.Resources/moboBrokers,null,No
no,Microsoft.Resources/locations/moboOperationStatuses,null,No
no,Microsoft.Resources/deploymentScripts,null,No
no,Microsoft.Resources/deploymentScripts/logs,null,No
no,Microsoft.Resources/locations/deploymentScriptOperationResults,null,No
no,Microsoft.Resources/decompileBicep,null,No
no,Microsoft.Resources/templateSpecs,null,No
no,Microsoft.Resources/templateSpecs/versions,null,No
no,Microsoft.Resources/builtInTemplateSpecs,null,No
no,Microsoft.Resources/builtInTemplateSpecs/versions,null,No
no,Microsoft.Resources/deploymentStacks,null,No
no,Microsoft.Resources/locations/deploymentStackOperationStatus,null,No
no,Microsoft.Resources/tenants,null,No
no,Microsoft.Resources/locations,null,No
no,Microsoft.Resources/operationresults,null,No
no,Microsoft.Resources/notifyResourceJobs,null,No
no,Microsoft.Resources/tags,null,No
no,Microsoft.Resources/checkPolicyCompliance,null,No
no,Microsoft.Resources/providers,null,No
no,Microsoft.Resources/checkresourcename,null,No
no,Microsoft.Resources/calculateTemplateHash,null,No
no,Microsoft.Resources/resources,null,No
no,Microsoft.Resources/subscriptions,null,No
no,Microsoft.Resources/subscriptions/resources,null,No
no,Microsoft.Resources/subscriptions/providers,null,No
no,Microsoft.Resources/subscriptions/operationresults,null,No
yes,Microsoft.Resources/resourceGroups,Resource Group,Yes
no,Microsoft.Resources/subscriptions/resourceGroups,null,No
no,Microsoft.Resources/subscriptions/resourcegroups/resources,null,No
no,Microsoft.Resources/subscriptions/locations,null,No
no,Microsoft.Resources/subscriptions/tagnames,null,No
no,Microsoft.Resources/subscriptions/tagNames/tagValues,null,No
yes,Microsoft.Resources/deployments,null,Yes
no,Microsoft.Resources/deployments/operations,null,No
no,Microsoft.Resources/validateResources,null,No
no,Microsoft.Resources/links,null,No
no,Microsoft.Resources/operations,null,No
no,Microsoft.Resources/bulkDelete,null,No
no,Microsoft.Resources/changes,null,No
no,Microsoft.Resources/snapshots,null,No
no,Microsoft.Resources/dataBoundaries,null,No
no,Microsoft.SaaS/applications,null,No
no,Microsoft.SaaS/checknameavailability,null,No
no,Microsoft.SaaS/saasresources,null,No
no,Microsoft.SaaS/operationResults,null,No
no,Microsoft.SaaS/operations,null,No
no,Microsoft.SaaS/resources,null,No
no,Microsoft.SaaSHub/operationStatuses,null,No
no,Microsoft.SaaSHub/cloudServices,null,No
no,Microsoft.SaaSHub/operations,null,No
no,Microsoft.SaaSHub/registeredSubscriptions,null,No
no,Microsoft.SaaSHub/checkNameAvailability,null,No
no,Microsoft.SaaSHub/canCreate,null,No
no,Microsoft.SaaSHub/locations,null,No
no,Microsoft.SaaSHub/locations/operationStatuses,null,No
no,Microsoft.Scom/locations/operationStatuses,null,No
no,Microsoft.Scom/operations,null,No
no,Microsoft.Scom/locations,null,No
no,Microsoft.Scom/managedInstances,null,No
no,Microsoft.Scom/managedInstances/monitoredResources,null,No
no,Microsoft.Scom/managedInstances/managedGateways,null,No
no,Microsoft.ScVmm/locations,null,No
no,Microsoft.ScVmm/Locations/OperationStatuses,null,No
no,Microsoft.ScVmm/operations,null,No
no,Microsoft.ScVmm/VMMServers,null,No
no,Microsoft.ScVmm/Clouds,null,No
no,Microsoft.ScVmm/VirtualNetworks,null,No
no,Microsoft.ScVmm/VirtualMachineTemplates,null,No
no,Microsoft.ScVmm/VirtualMachines,null,No
no,Microsoft.ScVmm/AvailabilitySets,null,No
no,Microsoft.ScVmm/VMMServers/InventoryItems,null,No
no,Microsoft.ScVmm/VirtualMachines/HybridIdentityMetadata,null,No
no,Microsoft.ScVmm/VirtualMachines/GuestAgents,null,No
no,Microsoft.ScVmm/VirtualMachines/Extensions,null,No
no,Microsoft.ScVmm/VirtualMachineInstances,null,No
yes,Microsoft.Search/searchServices,Search service,Yes
no,Microsoft.Search/checkServiceNameAvailability,null,No
no,Microsoft.Search/checkNameAvailability,null,No
no,Microsoft.Search/resourceHealthMetadata,null,No
no,Microsoft.Search/operations,null,No
no,Microsoft.Search/locations,null,No
no,Microsoft.Search/locations/notifyNetworkSecurityPerimeterUpdatesAvailable,null,No
no,Microsoft.Search/locations/usages,null,No
no,Microsoft.Search/locations/operationResults,null,No
no,Microsoft.SecurityCopilot/Operations,null,No
no,Microsoft.SecurityCopilot/locations,null,No
no,Microsoft.SecurityDetonation/chambers,null,No
no,Microsoft.SecurityDetonation/operations,null,No
no,Microsoft.SecurityDetonation/operationResults,null,No
no,Microsoft.SecurityDetonation/checkNameAvailability,null,No
no,Microsoft.SecurityDevOps/Locations,null,No
no,Microsoft.SecurityDevOps/Locations/OperationStatuses,null,No
no,Microsoft.SecurityDevOps/gitHubConnectors,null,No
no,Microsoft.SecurityDevOps/azureDevOpsConnectors,null,No
no,Microsoft.SecurityDevOps/azureDevOpsConnectors/orgs,DevOps Connectors Org,Yes
no,Microsoft.SecurityDevOps/gitHubConnectors/owners,null,No
no,Microsoft.SecurityDevOps/azureDevOpsConnectors/orgs/projects,null,No
no,Microsoft.SecurityDevOps/gitHubConnectors/owners/repos,Github Owner Repository,Yes
no,Microsoft.SecurityDevOps/azureDevOpsConnectors/orgs/projects/repos,null,No
no,Microsoft.SecurityDevOps/Operations,null,No
no,Microsoft.SecurityDevOps/gitHubConnectors/stats,null,No
no,Microsoft.SecurityDevOps/gitHubConnectors/repos,Github Connectors Repo,Yes
no,Microsoft.SecurityDevOps/azureDevOpsConnectors/stats,null,No
no,Microsoft.SecurityDevOps/azureDevOpsConnectors/repos,null,No
no,Microsoft.SecurityDevOps/gitLabConnectors,null,No
no,Microsoft.SecurityDevOps/gitHubConnectors/gitHubInstallations,null,No
no,Microsoft.SecurityDevOps/gitHubConnectors/gitHubInstallations/gitHubRepositories,null,No
no,Microsoft.SecurityDevOps/gitLabConnectors/groups,null,No
no,Microsoft.SecurityDevOps/gitLabConnectors/projects,null,No
no,Microsoft.SecurityDevOps/gitLabConnectors/stats,null,No
no,Microsoft.SecurityDevOps/gitLabConnectors/groups/projects,null,No
no,Microsoft.SecurityInsights/operations,null,No
no,Microsoft.SecurityInsights/alertRules,null,No
no,Microsoft.SecurityInsights/alertRuleTemplates,null,No
no,Microsoft.SecurityInsights/triggeredAnalyticsRuleRuns,null,No
no,Microsoft.SecurityInsights/cases,null,No
no,Microsoft.SecurityInsights/bookmarks,null,No
no,Microsoft.SecurityInsights/dataConnectors,null,No
no,Microsoft.SecurityInsights/dataConnectorDefinitions,null,No
no,Microsoft.SecurityInsights/dataConnectorsCheckRequirements,null,No
no,Microsoft.SecurityInsights/enrichment,null,No
no,Microsoft.SecurityInsights/fileImports,null,No
no,Microsoft.SecurityInsights/entities,null,No
no,Microsoft.SecurityInsights/incidents,null,No
no,Microsoft.SecurityInsights/officeConsents,null,No
no,Microsoft.SecurityInsights/settings,null,No
no,Microsoft.SecurityInsights/aggregations,null,No
no,Microsoft.SecurityInsights/entityQueries,null,No
no,Microsoft.SecurityInsights/entityQueryTemplates,null,No
no,Microsoft.SecurityInsights/threatIntelligence,null,No
no,Microsoft.SecurityInsights/automationRules,null,No
no,Microsoft.SecurityInsights/businessApplicationAgents,null,No
no,Microsoft.SecurityInsights/sourceControls,null,No
no,Microsoft.SecurityInsights/exportConnections,null,No
no,Microsoft.SecurityInsights/listrepositories,null,No
no,Microsoft.SecurityInsights/watchlists,null,No
no,Microsoft.SecurityInsights/confidentialWatchlists,null,No
no,Microsoft.SecurityInsights/huntsessions,null,No
no,Microsoft.SecurityInsights/hunts,null,No
no,Microsoft.SecurityInsights/onboardingStates,null,No
no,Microsoft.SecurityInsights/metadata,null,No
no,Microsoft.SecurityInsights/contentPackages,null,No
no,Microsoft.SecurityInsights/contentTemplates,null,No
no,Microsoft.SecurityInsights/contentProductPackages,null,No
no,Microsoft.SecurityInsights/contentProductTemplates,null,No
no,Microsoft.SecurityInsights/MitreCoverageRecords,null,No
no,Microsoft.SecurityInsights/overview,null,No
no,Microsoft.SecurityInsights/recommendations,null,No
no,Microsoft.SecurityInsights/billingStatistics,null,No
no,Microsoft.SecurityInsights/workspaceManagerConfigurations,null,No
no,Microsoft.SecurityInsights/workspaceManagerMembers,null,No
no,Microsoft.SecurityInsights/workspaceManagerGroups,null,No
no,Microsoft.SecurityInsights/workspaceManagerAssignments,null,No
no,Microsoft.SecurityInsights/securityMLAnalyticsSettings,null,No
no,Microsoft.SecurityInsights/contenttranslators,null,No
no,Microsoft.SerialConsole/consoleServices,null,No
no,Microsoft.SerialConsole/serialPorts,null,No
no,Microsoft.SerialConsole/locations,null,No
no,Microsoft.SerialConsole/locations/consoleServices,null,No
no,Microsoft.SerialConsole/operations,null,No
yes,Microsoft.ServiceFabric/clusters,Service fabric cluster,Yes
no,Microsoft.ServiceFabric/clusters/applications,null,No
no,Microsoft.ServiceFabric/clusters/applicationTypes,null,No
no,Microsoft.ServiceFabric/clusters/applicationTypes/versions,null,No
no,Microsoft.ServiceFabric/clusters/applications/services,null,No
no,Microsoft.ServiceFabric/locations,null,No
no,Microsoft.ServiceFabric/locations/clusterVersions,null,No
no,Microsoft.ServiceFabric/locations/environments,null,No
no,Microsoft.ServiceFabric/locations/operations,null,No
no,Microsoft.ServiceFabric/locations/operationResults,null,No
no,Microsoft.ServiceFabric/locations/unsupportedVMSizes,null,No
no,Microsoft.ServiceFabric/operations,null,No
yes,Microsoft.ServiceFabric/managedclusters,Service Fabric Managed Clusters,No
no,Microsoft.ServiceFabric/managedclusters/nodetypes,null,No
no,Microsoft.ServiceFabric/managedclusters/applicationTypes,null,No
no,Microsoft.ServiceFabric/managedclusters/applicationTypes/versions,null,No
no,Microsoft.ServiceFabric/managedclusters/applications,null,No
no,Microsoft.ServiceFabric/managedclusters/applications/services,null,No
no,Microsoft.ServiceFabric/locations/managedClusterOperations,null,No
no,Microsoft.ServiceFabric/locations/managedClusterOperationResults,null,No
no,Microsoft.ServiceFabric/locations/managedClusterVersions,null,No
no,Microsoft.ServiceFabric/locations/environments/managedClusterVersions,null,No
no,Microsoft.ServiceFabric/locations/managedUnsupportedVMSizes,null,No
yes,Microsoft.ServiceFabricMesh/applications,Service Fabric Mesh Applications,No
yes,Microsoft.ServiceFabricMesh/networks,Service Fabric Mesh Networks,No
yes,Microsoft.ServiceFabricMesh/volumes,Service Fabric Mesh Volumes,No
yes,Microsoft.ServiceFabricMesh/secrets,Service Fabric Mesh Secrets,No
yes,Microsoft.ServiceFabricMesh/gateways,Service Fabric Mesh Gateways,No
no,Microsoft.ServiceFabricMesh/locations,null,No
no,Microsoft.ServiceFabricMesh/locations/applicationOperations,null,No
no,Microsoft.ServiceFabricMesh/locations/networkOperations,null,No
no,Microsoft.ServiceFabricMesh/locations/volumeOperations,null,No
no,Microsoft.ServiceFabricMesh/locations/gatewayOperations,null,No
no,Microsoft.ServiceFabricMesh/locations/secretOperations,null,No
no,Microsoft.ServiceFabricMesh/operations,null,No
yes,Microsoft.ServiceNetworking/trafficControllers,Application Gateway for Containers,Yes
no,Microsoft.ServiceNetworking/trafficControllers/frontends,null,No
no,Microsoft.ServiceNetworking/trafficControllers/associations,null,No
no,Microsoft.ServiceNetworking/operations,null,No
no,Microsoft.ServiceNetworking/locations,null,No
no,Microsoft.ServiceNetworking/locations/operations,null,No
no,Microsoft.ServiceNetworking/locations/operationResults,null,No
no,Microsoft.ServicesHub/connectors,null,No
no,Microsoft.ServicesHub/workspaces,Services Hub Workspaces,No
no,Microsoft.ServicesHub/supportOfferingEntitlement,null,No
no,Microsoft.ServicesHub/operations,null,No
no,Microsoft.ServicesHub/getRecommendationsContent,null,No
no,Microsoft.ServicesHub/connectors/connectorSpaces,null,No
yes,Microsoft.SignalRService/SignalR,SignalR Service,Yes
yes,Microsoft.SignalRService/WebPubSub,SignalR Service WebPubSub,No
no,Microsoft.SignalRService/SignalR/replicas,null,No
no,Microsoft.SignalRService/WebPubSub/replicas,null,No
no,Microsoft.SignalRService/locations,null,No
no,Microsoft.SignalRService/locations/operationResults,null,No
no,Microsoft.SignalRService/locations/operationStatuses,null,No
no,Microsoft.SignalRService/operations,null,No
no,Microsoft.SignalRService/locations/checkNameAvailability,null,No
no,Microsoft.SignalRService/locations/usages,null,No
no,Microsoft.SignalRService/SignalR/eventGridFilters,null,No
no,Microsoft.SignalRService/SignalR/customDomains,null,No
no,Microsoft.SignalRService/WebPubSub/customDomains,null,No
yes,Microsoft.Singularity/accounts,Singularity Accounts,No
no,Microsoft.Singularity/accounts/storageContainers,null,No
no,Microsoft.Singularity/accounts/networks,null,No
no,Microsoft.Singularity/accounts/secrets,null,No
no,Microsoft.Singularity/accounts/accountQuotaPolicies,null,No
no,Microsoft.Singularity/accounts/groupPolicies,null,No
no,Microsoft.Singularity/accounts/jobs,null,No
no,Microsoft.Singularity/accounts/models,null,No
no,Microsoft.Singularity/locations,null,No
no,Microsoft.Singularity/locations/instanceTypeSeries,null,No
no,Microsoft.Singularity/locations/instanceTypeSeries/instanceTypes,null,No
no,Microsoft.Singularity/locations/operationResults,null,No
no,Microsoft.Singularity/locations/operationStatus,null,No
no,Microsoft.Singularity/operations,null,No
no,Microsoft.Singularity/images,null,No
no,Microsoft.Singularity/quotas,null,No
no,Microsoft.SoftwarePlan/hybridUseBenefits,null,No
no,Microsoft.SoftwarePlan/operations,null,No
no,Microsoft.Solutions/applications,null,No
no,Microsoft.Solutions/applicationDefinitions,null,No
no,Microsoft.Solutions/locations,null,No
no,Microsoft.Solutions/jitRequests,null,No
no,Microsoft.Solutions/locations/operationstatuses,null,No
no,Microsoft.Solutions/Operations,null,No
no,Microsoft.Sovereign/Locations,null,No
no,Microsoft.Sovereign/Locations/OperationStatuses,null,No
no,Microsoft.Sovereign/landingZoneConfigurations,null,No
no,Microsoft.Sovereign/landingZoneRegistrations,null,No
no,Microsoft.Sovereign/Operations,null,No
no,Microsoft.Sovereign/checkNameAvailability,null,No
yes,Microsoft.SqlVirtualMachine/SqlVirtualMachineGroups,SQL virtual machine SQL VM Group,No
yes,Microsoft.SqlVirtualMachine/SqlVirtualMachines,SQL virtual machine,Yes
no,Microsoft.SqlVirtualMachine/SqlVirtualMachineGroups/AvailabilityGroupListeners,null,No
no,Microsoft.SqlVirtualMachine/operations,null,No
no,Microsoft.SqlVirtualMachine/Locations,null,No
no,Microsoft.SqlVirtualMachine/Locations/OperationTypes,null,No
no,Microsoft.SqlVirtualMachine/Locations/sqlVirtualMachineOperationResults,null,No
no,Microsoft.SqlVirtualMachine/Locations/sqlVirtualMachineGroupOperationResults,null,No
no,Microsoft.SqlVirtualMachine/Locations/availabilityGroupListenerOperationResults,null,No
no,Microsoft.SqlVirtualMachine/Locations/registerSqlVmCandidate,null,No
no,Microsoft.StandbyPool/Locations,null,No
no,Microsoft.StandbyPool/Locations/OperationStatuses,null,No
no,Microsoft.StandbyPool/Operations,null,No
no,Microsoft.StorageActions/storageTasks,null,No
no,Microsoft.StorageActions/operations,null,No
no,Microsoft.StorageActions/locations/asyncoperations,null,No
no,Microsoft.StorageActions/locations/previewActions,null,No
no,Microsoft.StorageActions/locations,null,No
yes,Microsoft.StorageCache/caches,Storage Cache,No
no,Microsoft.StorageCache/caches/storageTargets,null,No
no,Microsoft.StorageCache/amlFilesystems,null,No
no,Microsoft.StorageCache/operations,null,No
no,Microsoft.StorageCache/usageModels,null,No
no,Microsoft.StorageCache/checkAmlFSSubnets,null,No
no,Microsoft.StorageCache/getRequiredAmlFSSubnetsSize,null,No
no,Microsoft.StorageCache/locations,null,No
no,Microsoft.StorageCache/locations/ascoperations,null,No
no,Microsoft.StorageCache/locations/usages,null,No
no,Microsoft.StorageMover/storageMovers,null,No
no,Microsoft.StorageMover/storageMovers/projects,null,No
no,Microsoft.StorageMover/storageMovers/agents,null,No
no,Microsoft.StorageMover/storageMovers/endpoints,null,No
no,Microsoft.StorageMover/storageMovers/projects/jobDefinitions,null,No
no,Microsoft.StorageMover/operations,null,No
no,Microsoft.StorageMover/storageMovers/projects/jobDefinitions/jobRuns,null,No
no,Microsoft.StorageMover/locations,null,No
no,Microsoft.StorageMover/locations/operationStatuses,null,No
yes,Microsoft.StorageSync/storageSyncServices,Storage Sync Services,No
no,Microsoft.StorageSync/storageSyncServices/syncGroups,null,No
no,Microsoft.StorageSync/storageSyncServices/syncGroups/cloudEndpoints,null,No
no,Microsoft.StorageSync/storageSyncServices/syncGroups/serverEndpoints,null,No
no,Microsoft.StorageSync/storageSyncServices/registeredServers,null,No
no,Microsoft.StorageSync/storageSyncServices/workflows,null,No
no,Microsoft.StorageSync/operations,null,No
no,Microsoft.StorageSync/locations,null,No
no,Microsoft.StorageSync/locations/checkNameAvailability,null,No
no,Microsoft.StorageSync/locations/workflows,null,No
no,Microsoft.StorageSync/locations/operations,null,No
no,Microsoft.StorageSync/locations/operationResults,null,No
